date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date
2025-03-13,2025-03-13,QFC #5678,Groceries,-134.54,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Groceries,,2025-03-10
2025-03-13,2025-03-13,PANERA BREAD #4567,Dining,-12.42,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-10
2025-03-13,2025-03-13,ROSS STORES #567,Shopping,-86.9,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Shopping,,2025-03-12
2025-03-14,2025-03-14,PHO BAC SUP SHOP,Food & Drink,-41.59,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Unclassified,,2025-03-13
2025-03-14,2025-03-14,PANERA BREAD #4567,,-45.01,Alaska,credit_card,Alaska_Mar25.csv,Mar25,spending,Unclassified,,2025-03-14
2025-03-15,2025-03-15,COSTCO WHSE #0045,Groceries,-110.12,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Groceries,,2025-03-12
2025-03-15,2025-03-15,OPENAI *CHATGPT PLUS,Bills & Utilities,-7.04,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Subscriptions,AI Subscriptions,2025-03-13
2025-03-15,2025-03-15,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1424.05,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,income,Income,Viviana Salary,2025-03-15
2025-03-15,2025-03-15,QFC #5678,Groceries,-149.48,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Groceries,,2025-03-13
2025-03-15,2025-03-15,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,2759.09,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,income,Income,Michael Salary,2025-03-15
2025-03-16,2025-03-16,MCDONALDS F12345,,-17.13,Alaska,credit_card,Alaska_Mar25.csv,Mar25,spending,Unclassified,,2025-03-16
2025-03-16,2025-03-16,ONLINE TRANSFER,,-96.74,BoA-Checking,checking,BoA-Checking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-16
2025-03-16,2025-03-16,DOMINOS PIZZA 6789,Dining,-46.82,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-15
2025-03-16,2025-03-16,Zelle Payment to Sam,ZELLE,-175.59,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-16
2025-03-17,2025-03-17,H&M US ONLINE,Shopping,-49.18,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Shopping,,2025-03-14
2025-03-17,2025-03-17,STARBUCKS #12345,Dining,-45.02,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-16
2025-03-17,2025-03-17,APPLE.COM/BILL,Phone/Cable,-12.61,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Subscriptions,,2025-03-16
2025-03-18,2025-03-18,GOODWILL RETAIL #89,Shopping,-27.05,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Shopping,,2025-03-15
2025-03-19,2025-03-19,Zelle Payment to Sam,ZELLE,-31.94,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-19
2025-03-19,2025-03-19,CAPITAL ONE MOBILE PMT,DIRECT_PAY,-1398.53,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,cc_payment,cc_payment,,2025-03-19
2025-03-19,2025-03-19,WHOLEFDS MKT #10567,Groceries,-25.64,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Groceries,,2025-03-18
2025-03-20,2025-03-20,INTEREST PAYMENT,INTEREST_EARNED,44.99,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,income,Income,Other Income,2025-03-20
2025-03-20,2025-03-20,CHIPOTLE 2345,Food & Drink,-29.57,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Restaurants,,2025-03-17
2025-03-21,2025-03-21,CHIPOTLE 2345,Food & Drink,-37.87,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Restaurants,,2025-03-19
2025-03-22,2025-03-22,CHIPOTLE 2345,Food & Drink,-36.65,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Restaurants,,2025-03-20
2025-03-23,2025-03-23,Zelle Payment to Alex,ZELLE,-91.81,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-23
2025-03-25,2025-03-25,TARGET 00001234,Shopping,-76.61,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Shopping,,2025-03-22
2025-03-25,2025-03-25,DOMINOS PIZZA 6789,Dining,-38.28,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-22
2025-03-25,2025-03-25,STARBUCKS #12345,Food & Drink,-30.8,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Restaurants,,2025-03-22
2025-03-26,2025-03-26,CHIPOTLE 2345,Dining,-31.16,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-25
2025-03-26,2025-03-26,STARBUCKS #12345,Dining,-42.56,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Restaurants,,2025-03-25
2025-03-26,2025-03-26,THAI BAMBOO REST,Food & Drink,-15.26,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Unclassified,,2025-03-23
2025-03-26,2025-03-26,POS PURCHASE,,-32.56,BoA-Checking,checking,BoA-Checking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-26
2025-03-28,2025-03-28,INTEREST PAYMENT,,7.2,BoA-Savings,savings,BoA-Savings_Mar25.csv,Mar25,income,Income,Other Income,2025-03-28
2025-03-28,2025-03-28,INTEREST PAYMENT,INTEREST_EARNED,19.85,SoFi-JointSavings,savings,SOFI-JointSavings_Mar25.csv,Mar25,income,Income,Other Income,2025-03-28
2025-03-28,2025-03-28,INTEREST PAYMENT,,3.23,BoA-Checking,checking,BoA-Checking_Mar25.csv,Mar25,income,Income,Other Income,2025-03-28
2025-03-28,2025-03-28,LINKEDIN PREMIUM,Bills & Utilities,-7.53,Aeroplan,credit_card,Aeroplan_Mar25.CSV,Mar25,spending,Unclassified,,2025-03-26
2025-03-29,2025-03-29,WHOLEFDS MKT #10567,Groceries,-95.52,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Groceries,,2025-03-26
2025-03-29,2025-03-29,SKECHERS USA 456,Shopping,-24.86,AmazonPrime,credit_card,AmazonPrime_Mar25.CSV,Mar25,spending,Shopping,,2025-03-29
2025-03-29,2025-03-29,TARGET 00001234,Merchandise,-18.51,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Shopping,,2025-03-29
2025-03-29,2025-03-29,Zelle Payment to Alex,ZELLE,-262.1,SoFi-JointChecking,checking,SOFI-JointChecking_Mar25.csv,Mar25,spending,Unclassified,,2025-03-29
2025-03-29,2025-03-29,From Checking - 1234,OTHER,642.63,SoFi-JointSavings,savings,SOFI-JointSavings_Mar25.csv,Mar25,internal_transfer,internal_transfer,,2025-03-29
2025-03-31,2025-03-31,IKEA SEATTLE,Merchandise,-15.43,VentureX,credit_card,VentureX_Mar25.csv,Mar25,spending,Shopping,,2025-03-29
2025-04-01,2025-04-01,CHASE CREDIT CRD AUTOPAY,DIRECT_PAY,-1494.03,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,cc_payment,cc_payment,,2025-04-01
2025-04-01,2025-04-01,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1689.95,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Viviana Salary,2025-04-01
2025-04-01,2025-04-01,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,3172.73,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Michael Salary,2025-04-01
2025-04-02,2025-04-02,APPLE.COM/BILL,Phone/Cable,-14.23,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Subscriptions,,2025-04-01
2025-04-04,2025-04-04,VENMO PAYMENT,DIRECT_PAY,-78.21,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-04
2025-04-04,2025-04-04,POS PURCHASE,,-109.15,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-04
2025-04-04,2025-04-04,PHO BAC SUP SHOP,Dining,-43.76,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-02
2025-04-05,2025-04-05,JPMORGAN CHASE,DIRECT_PAY,-2638.6,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Mortgage & Student Loans,Shorewood Mortgage,2025-04-05
2025-04-05,2025-04-05,TARGET 00001234,Shopping,-55.53,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-02
2025-04-05,2025-04-05,WHOLEFDS MKT #10567,Groceries,-82.88,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-02
2025-04-05,2025-04-05,ROSS STORES #567,Shopping,-21.81,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-04
2025-04-06,2025-04-06,STARBUCKS #12345,,-22.07,Alaska,credit_card,Alaska_Apr25.csv,Apr25,spending,Restaurants,,2025-04-06
2025-04-07,2025-04-07,POS PURCHASE,,-16.79,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-07
2025-04-07,2025-04-07,REI #45 SEATTLE,Shopping,-39.23,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-04
2025-04-08,2025-04-08,CHIPOTLE 2345,Food & Drink,-47.38,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Restaurants,,2025-04-06
2025-04-08,2025-04-08,PELOTON MEMBERSHIP,Health & Wellness,-36.35,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-06
2025-04-09,2025-04-09,AIRBNB * HM1ABC2DE,Travel,-430.19,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Travel,Lodging,2025-04-08
2025-04-09,2025-04-09,VENMO PAYMENT,DIRECT_PAY,-203.2,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-09
2025-04-09,2025-04-09,Zelle Payment to Alex,ZELLE,-59.27,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-09
2025-04-10,2025-04-10,JPMORGAN CHASE,DIRECT_PAY,-253.66,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Car,Subaru Lease,2025-04-10
2025-04-10,2025-04-10,DROPBOX*PLAN,Bills & Utilities,-7.23,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Subscriptions,,2025-04-07
2025-04-11,2025-04-11,TARGET 00001234,Merchandise,-48.26,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-08
2025-04-11,2025-04-11,DOMINOS PIZZA 6789,Food & Drink,-23.77,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-09
2025-04-11,2025-04-11,TRADER JOES #123,Groceries,-93.19,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-10
2025-04-13,2025-04-13,CAPITAL ONE MOBILE PMT,DIRECT_PAY,-1195.44,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,cc_payment,cc_payment,,2025-04-13
2025-04-13,2025-04-13,VENMO PAYMENT,DIRECT_PAY,-283.59,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-13
2025-04-14,2025-04-14,ATM WITHDRAWAL,,-118.3,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-14
2025-04-14,2025-04-14,HULU *LIVE TV,Bills & Utilities,-9.46,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-13
2025-04-15,2025-04-15,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,2600.19,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Michael Salary,2025-04-15
2025-04-15,2025-04-15,DOMINOS PIZZA 6789,Food & Drink,-25.43,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-14
2025-04-15,2025-04-15,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1476.18,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Viviana Salary,2025-04-15
2025-04-15,2025-04-15,IRS TREAS 310 TAX REF,CHECK_DEPOSIT,1266.23,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Other Income,2025-04-15
2025-04-17,2025-04-17,THAI BAMBOO REST,Food & Drink,-43.9,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-16
2025-04-18,2025-04-18,IC* INSTACART GROCERIES,Groceries,-40.09,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-17
2025-04-19,2025-04-19,STARBUCKS #12345,Food & Drink,-44.91,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Restaurants,,2025-04-18
2025-04-19,2025-04-19,ALDI STORE 09876,Groceries,-57.34,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-18
2025-04-19,2025-04-19,SEATTLE AQUARIUM,Entertainment,-45.4,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-17
2025-04-19,2025-04-19,STARBUCKS #12345,Dining,-9.16,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-18
2025-04-20,2025-04-20,REI #45 SEATTLE,Merchandise,-111.76,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-18
2025-04-20,2025-04-20,AMC THEATRES #1234,Entertainment,-29.97,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-19
2025-04-21,2025-04-21,IKEA SEATTLE,Shopping,-53.82,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-20
2025-04-21,2025-04-21,GOODWILL RETAIL #89,Shopping,-31.6,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-20
2025-04-22,2025-04-22,GOODWILL RETAIL #89,Shopping,-112.75,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-19
2025-04-23,2025-04-23,SKECHERS USA 456,Shopping,-36.87,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-21
2025-04-24,2025-04-24,From Checking - 1234,OTHER,771.86,SoFi-JointSavings,savings,SOFI-JointSavings_Apr25.csv,Apr25,internal_transfer,internal_transfer,,2025-04-24
2025-04-26,2025-04-26,ALDI STORE 09876,Groceries,-147.27,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-25
2025-04-27,2025-04-27,MOD PIZZA SEATTLE,Food & Drink,-12.5,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-24
2025-04-27,2025-04-27,GOODWILL RETAIL #89,Merchandise,-32.32,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-26
2025-04-28,2025-04-28,INTEREST PAYMENT,INTEREST_EARNED,15.52,SoFi-JointSavings,savings,SOFI-JointSavings_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,INTEREST PAYMENT,,3.29,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,INTEREST PAYMENT,,7.68,BoA-Savings,savings,BoA-Savings_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,Zelle Payment to Alex,ZELLE,-291.06,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-28
2025-04-28,2025-04-28,APPLE.COM/BILL,Phone/Cable,-13.61,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Subscriptions,,2025-04-26
2025-04-28,2025-04-28,STARBUCKS #12345,Food & Drink,-8.12,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Restaurants,,2025-04-28
2025-04-28,2025-04-28,COSTCO WHSE #0045,Groceries,-22.68,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-28
2025-04-29,2025-04-29,MCDONALDS F12345,Food & Drink,-23.07,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-28
2025-04-29,2025-04-29,MOD PIZZA SEATTLE,Food & Drink,-39.94,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-28
2025-04-29,2025-04-29,UBER *TRIP,Travel,-63.29,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Travel,Rideshare & Transit,2025-04-26
2025-04-29,2025-04-29,IKEA SEATTLE,Shopping,-73.26,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-29
2025-04-29,2025-04-29,MCDONALDS F12345,Dining,-28.91,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-29
2025-04-29,2025-04-29,MCDONALDS F12345,Dining,-24.05,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-27
2025-04-29,2025-04-29,TRADER JOES #123,Groceries,-15.48,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-27
2025-04-30,2025-04-30,TRADER JOES #123,Groceries,-100.63,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-30
2025-04-30,2025-04-30,SEATTLE AQUARIUM,Entertainment,-23.41,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-29
2025-04-30,2025-04-30,NETFLIX.COM,Bills & Utilities,-9.47,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Subscriptions,,2025-04-30
2025-05-01,2025-05-01,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1345.71,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,income,Income,Viviana Salary,2025-05-01
2025-05-01,2025-05-01,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,2932.89,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,income,Income,Michael Salary,2025-05-01
2025-05-03,2025-05-03,VENMO PAYMENT,DIRECT_PAY,-33.42,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Unclassified,,2025-05-03
2025-05-04,2025-05-04,WHOLEFDS MKT #10567,Groceries,-59.19,AmazonPrime,credit_card,AmazonPrime_May25.CSV,May25,spending,Groceries,,2025-05-02
2025-05-05,2025-05-05,JPMORGAN CHASE,DIRECT_PAY,-2490.47,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Mortgage & Student Loans,Shorewood Mortgage,2025-05-05
2025-05-06,2025-05-06,ROSS STORES #567,Shopping,-35.03,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Shopping,,2025-05-03
2025-05-06,2025-05-06,LINKEDIN PREMIUM,Bills & Utilities,-11.88,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-05
2025-05-07,2025-05-07,ALDI STORE 09876,Groceries,-86.7,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-05
2025-05-08,2025-05-08,UNITED AIRLINES 0161234,Travel,-303.05,VentureX,credit_card,VentureX_May25.csv,May25,spending,Travel,Flights,2025-05-06
2025-05-08,2025-05-08,MCDONALDS F12345,Dining,-16.02,VentureX,credit_card,VentureX_May25.csv,May25,spending,Restaurants,,2025-05-07
2025-05-08,2025-05-08,CHIPOTLE 2345,Food & Drink,-7.94,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Restaurants,,2025-05-07
2025-05-09,2025-05-09,PHO BAC SUP SHOP,Food & Drink,-25.53,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-07
2025-05-09,2025-05-09,QFC #5678,Groceries,-77.71,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-06
2025-05-09,2025-05-09,LINKEDIN PREMIUM,Bills & Utilities,-14.03,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-07
2025-05-09,2025-05-09,TARGET 00001234,Merchandise,-95.33,VentureX,credit_card,VentureX_May25.csv,May25,spending,Shopping,,2025-05-06
2025-05-09,2025-05-09,ROSS STORES #567,Merchandise,-94.13,VentureX,credit_card,VentureX_May25.csv,May25,spending,Shopping,,2025-05-07
2025-05-10,2025-05-10,JPMORGAN CHASE,DIRECT_PAY,-281.06,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Car,Subaru Lease,2025-05-10
2025-05-11,2025-05-11,DOMINOS PIZZA 6789,Dining,-41.07,VentureX,credit_card,VentureX_May25.csv,May25,spending,Restaurants,,2025-05-09
2025-05-12,2025-05-12,DIRECT_PAY UTILITIES,DIRECT_PAY,-208.61,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Unclassified,,2025-05-12
2025-05-12,2025-05-12,CHIPOTLE 2345,Food & Drink,-18.76,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Restaurants,,2025-05-10
2025-05-13,2025-05-13,PHO BAC SUP SHOP,Food & Drink,-9.92,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-10
2025-05-13,2025-05-13,OPENAI *CHATGPT PLUS,Bills & Utilities,-5.62,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Subscriptions,AI Subscriptions,2025-05-11
2025-05-13,2025-05-13,STARBUCKS #12345,Dining,-38.81,VentureX,credit_card,VentureX_May25.csv,May25,spending,Restaurants,,2025-05-12
2025-05-14,2025-05-14,CLAUDE.AI SUBSCRIPTION,Bills & Utilities,-9.04,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Subscriptions,AI Subscriptions,2025-05-11
2025-05-14,2025-05-14,DIRECT_PAY UTILITIES,DIRECT_PAY,-58.5,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Unclassified,,2025-05-14
2025-05-15,2025-05-15,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1618.32,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,income,Income,Viviana Salary,2025-05-15
2025-05-15,2025-05-15,IC* INSTACART GROCERIES,Groceries,-77.33,AmazonPrime,credit_card,AmazonPrime_May25.CSV,May25,spending,Groceries,,2025-05-14
