date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date
2025-04-11,2025-04-11,TARGET 00001234,Merchandise,-48.26,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-08
2025-04-11,2025-04-11,DOMINOS PIZZA 6789,Food & Drink,-23.77,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-09
2025-04-11,2025-04-11,TRADER JOES #123,Groceries,-93.19,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-10
2025-04-13,2025-04-13,CAPITAL ONE MOBILE PMT,DIRECT_PAY,-1195.44,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,cc_payment,cc_payment,,2025-04-13
2025-04-13,2025-04-13,VENMO PAYMENT,DIRECT_PAY,-283.59,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-13
2025-04-14,2025-04-14,ATM WITHDRAWAL,,-118.3,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-14
2025-04-14,2025-04-14,HULU *LIVE TV,Bills & Utilities,-9.46,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-13
2025-04-15,2025-04-15,GREENTECH SOLUTIONS DIRECT_DEPOSIT,DIRECT_DEPOSIT,2600.19,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Michael Salary,2025-04-15
2025-04-15,2025-04-15,DOMINOS PIZZA 6789,Food & Drink,-25.43,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-14
2025-04-15,2025-04-15,PACIFIC NORTHWEST CONSULTING DIRECT_DEPOSIT,DIRECT_DEPOSIT,1476.18,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Viviana Salary,2025-04-15
2025-04-15,2025-04-15,IRS TREAS 310 TAX REF,CHECK_DEPOSIT,1266.23,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,income,Income,Other Income,2025-04-15
2025-04-17,2025-04-17,THAI BAMBOO REST,Food & Drink,-43.9,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-16
2025-04-18,2025-04-18,IC* INSTACART GROCERIES,Groceries,-40.09,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-17
2025-04-19,2025-04-19,STARBUCKS #12345,Food & Drink,-44.91,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Restaurants,,2025-04-18
2025-04-19,2025-04-19,ALDI STORE 09876,Groceries,-57.34,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-18
2025-04-19,2025-04-19,SEATTLE AQUARIUM,Entertainment,-45.4,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-17
2025-04-19,2025-04-19,STARBUCKS #12345,Dining,-9.16,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-18
2025-04-20,2025-04-20,REI #45 SEATTLE,Merchandise,-111.76,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-18
2025-04-20,2025-04-20,AMC THEATRES #1234,Entertainment,-29.97,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-19
2025-04-21,2025-04-21,IKEA SEATTLE,Shopping,-53.82,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-20
2025-04-21,2025-04-21,GOODWILL RETAIL #89,Shopping,-31.6,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-20
2025-04-22,2025-04-22,GOODWILL RETAIL #89,Shopping,-112.75,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-19
2025-04-23,2025-04-23,SKECHERS USA 456,Shopping,-36.87,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Shopping,,2025-04-21
2025-04-24,2025-04-24,From Checking - 1234,OTHER,771.86,SoFi-JointSavings,savings,SOFI-JointSavings_Apr25.csv,Apr25,internal_transfer,internal_transfer,,2025-04-24
2025-04-26,2025-04-26,ALDI STORE 09876,Groceries,-147.27,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-25
2025-04-27,2025-04-27,MOD PIZZA SEATTLE,Food & Drink,-12.5,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-24
2025-04-27,2025-04-27,GOODWILL RETAIL #89,Merchandise,-32.32,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Shopping,,2025-04-26
2025-04-28,2025-04-28,INTEREST PAYMENT,INTEREST_EARNED,15.52,SoFi-JointSavings,savings,SOFI-JointSavings_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,INTEREST PAYMENT,,3.29,BoA-Checking,checking,BoA-Checking_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,INTEREST PAYMENT,,7.68,BoA-Savings,savings,BoA-Savings_Apr25.csv,Apr25,income,Income,Other Income,2025-04-28
2025-04-28,2025-04-28,Zelle Payment to Alex,ZELLE,-291.06,SoFi-JointChecking,checking,SOFI-JointChecking_Apr25.csv,Apr25,spending,Unclassified,,2025-04-28
2025-04-28,2025-04-28,APPLE.COM/BILL,Phone/Cable,-13.61,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Subscriptions,,2025-04-26
2025-04-28,2025-04-28,STARBUCKS #12345,Food & Drink,-8.12,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Restaurants,,2025-04-28
2025-04-28,2025-04-28,COSTCO WHSE #0045,Groceries,-22.68,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Groceries,,2025-04-28
2025-04-29,2025-04-29,MCDONALDS F12345,Food & Drink,-23.07,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-28
2025-04-29,2025-04-29,MOD PIZZA SEATTLE,Food & Drink,-39.94,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Unclassified,,2025-04-28
2025-04-29,2025-04-29,UBER *TRIP,Travel,-63.29,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Travel,Rideshare & Transit,2025-04-26
2025-04-29,2025-04-29,IKEA SEATTLE,Shopping,-73.26,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Shopping,,2025-04-29
2025-04-29,2025-04-29,MCDONALDS F12345,Dining,-28.91,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-29
2025-04-29,2025-04-29,MCDONALDS F12345,Dining,-24.05,VentureX,credit_card,VentureX_Apr25.csv,Apr25,spending,Restaurants,,2025-04-27
2025-04-29,2025-04-29,TRADER JOES #123,Groceries,-15.48,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-27
2025-04-30,2025-04-30,TRADER JOES #123,Groceries,-100.63,AmazonPrime,credit_card,AmazonPrime_Apr25.CSV,Apr25,spending,Groceries,,2025-04-30
2025-04-30,2025-04-30,SEATTLE AQUARIUM,Entertainment,-23.41,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Fun & Entertainment,,2025-04-29
2025-04-30,2025-04-30,NETFLIX.COM,Bills & Utilities,-9.47,Aeroplan,credit_card,Aeroplan_Apr25.CSV,Apr25,spending,Subscriptions,,2025-04-30
