date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date
2025-05-19,2025-05-19,STARBUCKS #12345,Food & Drink,-25.13,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Restaurants,,2025-05-16
2025-05-19,2025-05-19,STARBUCKS #12345,Dining,-29.69,VentureX,credit_card,VentureX_May25.csv,May25,spending,Restaurants,,2025-05-16
2025-05-19,2025-05-19,CAPITAL ONE MOBILE PMT,DIRECT_PAY,-1604.37,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,cc_payment,cc_payment,,2025-05-19
2025-05-19,2025-05-19,IKEA SEATTLE,Shopping,-39.48,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Shopping,,2025-05-17
2025-05-19,2025-05-19,IC* INSTACART GROCERIES,Groceries,-31.38,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-18
2025-05-19,2025-05-19,THAI BAMBOO REST,Food & Drink,-19.7,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-17
2025-05-20,2025-05-20,REI #45 SEATTLE,Shopping,-91.55,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Shopping,,2025-05-18
2025-05-21,2025-05-21,SAFEWAY STORE 1234,Groceries,-143.26,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-18
2025-05-21,2025-05-21,POS PURCHASE,,-78.52,BoA-Checking,checking,BoA-Checking_May25.csv,May25,spending,Unclassified,,2025-05-21
2025-05-21,2025-05-21,AIRBNB * HM1ABC2DE,Travel,-265.06,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Travel,Lodging,2025-05-18
2025-05-22,2025-05-22,AMC THEATRES #1234,Entertainment,-42.41,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Fun & Entertainment,,2025-05-19
2025-05-22,2025-05-22,AMAZON.COM*1A2B3C,Shopping,-18.32,AmazonPrime,credit_card,AmazonPrime_May25.CSV,May25,spending,Shopping,,2025-05-19
2025-05-22,2025-05-22,CHIPOTLE 2345,Dining,-45.88,VentureX,credit_card,VentureX_May25.csv,May25,spending,Restaurants,,2025-05-21
2025-05-24,2025-05-24,SPOTIFY USA,Bills & Utilities,-9.03,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-23
2025-05-24,2025-05-24,From Checking - 1234,OTHER,613.05,SoFi-JointSavings,savings,SOFI-JointSavings_May25.csv,May25,internal_transfer,internal_transfer,,2025-05-24
2025-05-24,2025-05-24,REI #45 SEATTLE,Shopping,-102.3,AmazonPrime,credit_card,AmazonPrime_May25.CSV,May25,spending,Shopping,,2025-05-22
2025-05-24,2025-05-24,MCDONALDS F12345,Food & Drink,-31.85,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-22
2025-05-24,2025-05-24,TRADER JOES #123,Groceries,-135.51,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-21
2025-05-25,2025-05-25,MCDONALDS F12345,Food & Drink,-14.06,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-23
2025-05-26,2025-05-26,CHASE CREDIT CRD AUTOPAY,DIRECT_PAY,-1008.95,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,cc_payment,cc_payment,,2025-05-26
2025-05-27,2025-05-27,DIRECT_PAY UTILITIES,DIRECT_PAY,-220.97,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Unclassified,,2025-05-27
2025-05-28,2025-05-28,INTEREST PAYMENT,,4.04,BoA-Checking,checking,BoA-Checking_May25.csv,May25,income,Income,Other Income,2025-05-28
2025-05-28,2025-05-28,INTEREST PAYMENT,INTEREST_EARNED,15.53,SoFi-JointSavings,savings,SOFI-JointSavings_May25.csv,May25,income,Income,Other Income,2025-05-28
2025-05-28,2025-05-28,INTEREST PAYMENT,,5.9,BoA-Savings,savings,BoA-Savings_May25.csv,May25,income,Income,Other Income,2025-05-28
2025-05-28,2025-05-28,PELOTON MEMBERSHIP,Health & Wellness,-32.31,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-25
2025-05-29,2025-05-29,MCDONALDS F12345,Food & Drink,-33.67,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-26
2025-05-29,2025-05-29,PANERA BREAD #4567,Food & Drink,-36.17,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-29
2025-05-29,2025-05-29,IC* INSTACART GROCERIES,Groceries,-72.39,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-28
2025-05-29,2025-05-29,WHOLEFDS MKT #10567,Groceries,-127.13,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-29
2025-05-30,2025-05-30,APPLE.COM/BILL,Phone/Cable,-11.71,VentureX,credit_card,VentureX_May25.csv,May25,spending,Subscriptions,,2025-05-30
2025-05-30,2025-05-30,ATM WITHDRAWAL,,-95.66,BoA-Checking,checking,BoA-Checking_May25.csv,May25,spending,Unclassified,,2025-05-30
2025-05-30,2025-05-30,UBER *TRIP,Travel,-373.96,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Travel,Rideshare & Transit,2025-05-28
2025-05-30,2025-05-30,ROSS STORES #567,Shopping,-94.01,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Shopping,,2025-05-27
2025-05-31,2025-05-31,PELOTON MEMBERSHIP,Health & Wellness,-40.6,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-31
2025-05-31,2025-05-31,DOMINOS PIZZA 6789,Food & Drink,-15.43,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Unclassified,,2025-05-31
2025-05-31,2025-05-31,AMAZON.COM*1A2B3C,Shopping,-109.67,AmazonPrime,credit_card,AmazonPrime_May25.CSV,May25,spending,Shopping,,2025-05-30
2025-05-31,2025-05-31,VENMO PAYMENT,DIRECT_PAY,-201.61,SoFi-JointChecking,checking,SOFI-JointChecking_May25.csv,May25,spending,Unclassified,,2025-05-31
2025-05-31,2025-05-31,SPOTIFY USA,Phone/Cable,-14.4,VentureX,credit_card,VentureX_May25.csv,May25,spending,Unclassified,,2025-05-31
2025-05-31,2025-05-31,QFC #5678,Groceries,-125.03,Aeroplan,credit_card,Aeroplan_May25.CSV,May25,spending,Groceries,,2025-05-29
