date,post_date,description,original_category,amount,account,account_type,source_file,month_folder,flow_type,category,subcategory,transaction_date,notes
2025-06-15,2025-06-15,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-12,
2025-06-15,2025-06-15,SDOT PAYBYPHONE PARKIN,Travel,-3.35,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-12,
2025-06-19,2025-06-19,SDOT PAYBYPHONE PARKIN,Travel,-4.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-17,
2025-06-19,2025-06-19,SDOT PAYBYPHONE PARKIN,Travel,-3.35,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-17,
2025-06-24,2025-06-24,DIAMOND PARKING,Travel,-19.73,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-23,
2025-06-25,2025-06-25,METROPOLIS PARKING,Gas/Automotive,-4.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-06-24,
2025-06-26,2025-06-26,SDOT PAYBYPHONE PARKIN,Travel,-5.5,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-24,
2025-06-26,2025-06-26,SDOT PAYBYPHONE PARKIN,Travel,-3.22,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-24,
2025-06-27,2025-06-27,METROPOLIS PARKING,Gas/Automotive,-3.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-06-26,
2025-06-27,2025-06-27,SEATTLE METER PARKING,Travel,-4.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Unclassified,,2025-06-26,
2025-06-29,2025-06-29,SDOT PAYBYPHONE PARKIN,Travel,-7.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-27,
2025-07-02,2025-07-02,SDOT PAYBYPHONE PARKIN,Travel,-16.12,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-06-30,
2025-07-03,2025-07-03,SDOT PAYBYPHONE PARKIN,Travel,-2.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-01,
2025-07-10,2025-07-10,SDOT PAYBYPHONE PARKIN,Travel,-8.68,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-08,
2025-07-10,2025-07-10,SDOT PAYBYPHONE PARKIN,Travel,-9.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-08,
2025-07-10,2025-07-10,SDOT PAYBYPHONE PARKIN,Travel,-4.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-08,
2025-07-13,2025-07-13,SDOT PAYBYPHONE PARKIN,Travel,-4.5,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-10,
2025-07-13,2025-07-13,SDOT PAYBYPHONE PARKIN,Travel,-4.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-10,
2025-07-13,2025-07-13,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-10,
2025-07-14,2025-07-14,LAZ PARKING ECOMMERCE,Travel,-2.8,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Unclassified,,2025-07-13,
2025-07-17,2025-07-17,SDOT PAYBYPHONE PARKIN,Travel,-2.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-15,
2025-07-17,2025-07-17,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-15,
2025-07-20,2025-07-20,SDOT PAYBYPHONE PARKIN,Travel,-4.5,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-18,
2025-07-21,2025-07-21,DIAMOND PARKING SERVICES,Gas/Automotive,-76.5,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-07-19,
2025-07-24,2025-07-24,SDOT PAYBYPHONE PARKIN,Travel,-4.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-22,
2025-07-24,2025-07-24,SDOT PAYBYPHONE PARKIN,Travel,-2.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-22,
2025-07-24,2025-07-24,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-22,
2025-07-25,2025-07-25,METROPOLIS PARKING,Gas/Automotive,-4.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-07-25,
2025-07-27,2025-07-27,SDOT PAYBYPHONE PARKIN,Travel,-9.97,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-24,
2025-07-27,2025-07-27,SDOT PAYBYPHONE PARKIN,Travel,-5.83,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-24,
2025-07-30,2025-07-30,SCC ONLINE PARKING,Gas/Automotive,-20.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-07-28,
2025-07-31,2025-07-31,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-29,
2025-07-31,2025-07-31,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-29,
2025-08-01,2025-08-01,SDOT PAYBYPHONE PARKIN,Travel,-2.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-30,
2025-08-02,2025-08-02,SDOT PAYBYPHONE PARKING,Gas/Automotive,-5.5,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-07-31,
2025-08-02,2025-08-02,SDOT PAYBYPHONE PARKING,Gas/Automotive,-2.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-07-31,
2025-08-03,2025-08-03,SDOT PAYBYPHONE PARKIN,Travel,-11.0,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-07-31,
2025-08-15,2025-08-15,METROPOLIS PARKING,Gas/Automotive,-10.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-08-15,
2025-08-20,2025-08-20,DIAMOND PARKING,Travel,-6.74,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-08-19,
2025-08-26,2025-08-26,METROPOLIS PARKING,Gas/Automotive,-3.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-08-25,
2025-08-30,2025-08-30,SDOT PAYBYPHONE PARKING,Gas/Automotive,-4.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-08-28,
2025-08-31,2025-08-31,SDOT PAYBYPHONE PARKIN,Travel,-10.5,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-08-29,
2025-09-05,2025-09-05,SDOT PAYBYPHONE PARKING,Gas/Automotive,-10.5,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-03,
2025-09-09,2025-09-09,DIAMOND PARKING,Travel,-6.74,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-09-08,
2025-09-09,2025-09-09,DIAMOND PARKING,Travel,-6.74,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-09-08,
2025-09-11,2025-09-11,SDOT PAYBYPHONE PARKING,Gas/Automotive,-4.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-09,
2025-09-11,2025-09-11,METROPOLIS PARKING,Gas/Automotive,-5.98,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-09-10,
2025-09-11,2025-09-11,SPOTHERO 844-356-8054,Gas/Automotive,-8.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-10,
2025-09-11,2025-09-11,SDOT PAYBYPHONE PARKING,Gas/Automotive,-5.5,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-09,
2025-09-12,2025-09-12,SDOT PAYBYPHONE PARKIN,Travel,-4.5,Aeroplan,credit_card,Aeroplan_2025.CSV,2025,spending,Car,Parking,2025-09-10,
2025-09-13,2025-09-13,SPOTHERO 844-356-8054,Gas/Automotive,-8.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-12,
2025-09-15,2025-09-15,SPOTHERO 844-356-8054 SPOTHERO.COM IL,,-16.09,Alaska,credit_card,Alaska_2025.csv,2025,spending,Car,Parking,2025-09-15,
2025-09-16,2025-09-16,DIAMOND PARKING,Gas/Automotive,-6.74,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-15,
2025-09-18,2025-09-18,SDOT PAYBYPHONE PARKING,Gas/Automotive,-2.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-16,
2025-09-18,2025-09-18,SDOT PAYBYPHONE PARKING,Gas/Automotive,-1.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-16,
2025-09-18,2025-09-18,SDOT PAYBYPHONE PARKING,Gas/Automotive,-4.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-16,
2025-09-19,2025-09-19,SPOTHERO 844-356-8054,Gas/Automotive,-5.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-19,
2025-09-19,2025-09-19,SPOTHERO 844-356-8054,Gas/Automotive,-12.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-18,
2025-09-20,2025-09-20,SDOT PAYBYPHONE PARKING,Gas/Automotive,-4.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-18,
2025-09-22,2025-09-22,SPOTHERO 844-356-8054,Gas/Automotive,-9.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-21,
2025-09-24,2025-09-24,SEATTLE METER PARKING,Gas/Automotive,-2.75,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-09-23,
2025-09-24,2025-09-24,SEATTLE METER PARKING,Gas/Automotive,-4.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-09-23,
2025-09-25,2025-09-25,SPOTHERO 844-356-8054,Gas/Automotive,-10.73,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-24,
2025-09-26,2025-09-26,SPOTHERO 844-356-8054,Gas/Automotive,-10.73,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-09-26,
2025-09-27,2025-09-27,DIAMOND PARKING SEATTLE WA,,-5.49,Alaska,credit_card,Alaska_2025.csv,2025,spending,Car,Parking,2025-09-27,
2025-10-01,2025-10-01,METROPOLIS PARKING,Gas/Automotive,-4.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-10-01,
2025-10-01,2025-10-01,METROPOLIS PARKING,Gas/Automotive,-3.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-09-30,
2025-10-16,2025-10-16,HONK PARKING 866-675-7337 DE,,-5.49,Alaska,credit_card,Alaska_2025.csv,2025,spending,Car,Parking,2025-10-16,
2025-10-27,2025-10-27,LAZ PARKING ECOMMERCE,Gas/Automotive,-4.73,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-10-25,
2025-11-05,2025-11-05,METROPOLIS PARKING,Gas/Automotive,-4.99,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-11-05,
2025-11-17,2025-11-17,SPOTHERO 844-356-8054 SPOTHERO.COM IL,,-9.74,Alaska,credit_card,Alaska_2025.csv,2025,spending,Car,Parking,2025-11-17,
2025-11-19,2025-11-19,"ParkWhiz, Inc. Chicago IL",,-13.25,Alaska,credit_card,Alaska_2025.csv,2025,spending,Car,,2025-11-19,
2025-11-21,2025-11-21,SPOTHERO 844-356-8054,Gas/Automotive,-7.49,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,Parking,2025-11-21,
2025-11-21,2025-11-21,VM PARKING GARAGE,Gas/Automotive,-8.0,VentureX,credit_card,VentureX_2025.csv,2025,spending,Car,,2025-11-20,
2026-01-12,2026-01-12,SDOT PAYBYPHONE PARKING,Gas/Automotive,-4.5,VentureX,credit_card,VentureX_Jan_26.csv,Jan26,spending,Car,Parking,2026-01-09,
2026-01-12,2026-01-12,SDOT PAYBYPHONE PARKING,Gas/Automotive,-2.25,VentureX,credit_card,VentureX_Jan_26.csv,Jan26,spending,Car,Parking,2026-01-09,
2026-01-12,2026-01-12,SDOT PAYBYPHONE PARKING,Gas/Automotive,-2.25,VentureX,credit_card,VentureX_Jan_26.csv,Jan26,spending,Car,Parking,2026-01-09,
2026-02-07,2026-02-07,SDOT PAYBYPHONE PARKING 2066842489 WA,,-0.75,Alaska,credit_card,Alaska_Feb_26.csv,Feb26,spending,Car,Parking,2026-02-07,
2026-02-17,2026-02-17,PIKE PLACE MARKET PDA,Gas/Automotive,-18.0,VentureX,credit_card,VentureX_Feb_26.csv,Feb26,spending,Car,Parking,2026-02-16,
